Age,Workclass,FinalWeight,Education,EducationNum,MaritalStatus,Occupation,Relationship,Race,Gender,CapitalGain,CapitalLoss,HoursPerWeek,NativeCountry,Income
1-20,****,****,Grad,****,Single,Craft-repair,****,White,****,****,****,****,****,<=50K
21-40,****,****,MiddleSchool,****,Married,Handlers-cleaners,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Single,Prof-specialty,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Exec-managerial,****,White,****,****,****,****,****,>50K
21-40,****,****,Grad,****,Single,Sales,****,White,****,****,****,****,****,<=50K
61-80,****,****,Grad,****,Married,Sales,****,White,****,****,****,****,****,<=50K
61-80,****,****,Grad,****,Single,Prof-specialty,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Transport-moving,****,Non-White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Adm-clerical,****,Non-White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Craft-repair,****,White,****,****,****,****,****,<=50K
1-20,****,****,Grad,****,Single,Other-service,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Exec-managerial,****,White,****,****,****,****,****,>50K
21-40,****,****,Grad,****,Married,Machine-op-inspct,****,White,****,****,****,****,****,>50K
41-60,****,****,Grad,****,Single,Adm-clerical,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Prof-specialty,****,Non-White,****,****,****,****,****,>50K
61-80,****,****,Grad,****,Married,Sales,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Single,Adm-clerical,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Single,Exec-managerial,****,White,****,****,****,****,****,>50K
61-80,****,****,Grad,****,Married,Prof-specialty,****,White,****,****,****,****,****,>50K
41-60,****,****,Grad,****,Married,Prof-specialty,****,White,****,****,****,****,****,>50K
1-20,****,****,Grad,****,Single,Prof-specialty,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Craft-repair,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Prof-specialty,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Other-service,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Other-service,****,Non-White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Sales,****,Non-White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Machine-op-inspct,****,White,****,****,****,****,****,>50K
21-40,****,****,Grad,****,Single,Farming-fishing,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Sales,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Exec-managerial,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Sales,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Craft-repair,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Exec-managerial,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Exec-managerial,****,Non-White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Prof-specialty,****,White,****,****,****,****,****,>50K
1-20,****,****,Grad,****,Single,Adm-clerical,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Prof-specialty,****,White,****,****,****,****,****,>50K
61-80,****,****,Grad,****,Single,Adm-clerical,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Exec-managerial,****,White,****,****,****,****,****,>50K
41-60,****,****,MiddleSchool,****,Married,Machine-op-inspct,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Craft-repair,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Exec-managerial,****,Non-White,****,****,****,****,****,>50K
21-40,****,****,Grad,****,Married,Handlers-cleaners,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Other-service,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Single,Exec-managerial,****,White,****,****,****,****,****,>50K
41-60,****,****,MiddleSchool,****,Single,Other-service,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Sales,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Adm-clerical,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Sales,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Tech-support,****,White,****,****,****,****,****,>50K
21-40,****,****,Grad,****,Single,Sales,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Protective-serv,****,White,****,****,****,****,****,>50K
41-60,****,****,Grad,****,Single,Prof-specialty,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Tech-support,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Other-service,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Exec-managerial,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Prof-specialty,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Craft-repair,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Single,Exec-managerial,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Adm-clerical,****,White,****,****,****,****,****,<=50K
1-20,****,****,Grad,****,Single,Handlers-cleaners,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Craft-repair,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Sales,****,White,****,****,****,****,****,<=50K
61-80,****,****,Grad,****,Married,Sales,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Prof-specialty,****,White,****,****,****,****,****,>50K
21-40,****,****,Grad,****,Single,Machine-op-inspct,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Protective-serv,****,Non-White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Machine-op-inspct,****,Non-White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Other-service,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Craft-repair,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Adm-clerical,****,White,****,****,****,****,****,<=50K
1-20,****,****,Grad,****,Single,Other-service,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Adm-clerical,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Craft-repair,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Single,Tech-support,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Other-service,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Sales,****,White,****,****,****,****,****,>50K
21-40,****,****,Grad,****,Single,Adm-clerical,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Transport-moving,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Sales,****,White,****,****,****,****,****,>50K
21-40,****,****,Grad,****,Single,Prof-specialty,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Transport-moving,****,White,****,****,****,****,****,>50K
21-40,****,****,Grad,****,Single,Transport-moving,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Transport-moving,****,White,****,****,****,****,****,<=50K
81-100,****,****,Grad,****,Single,Adm-clerical,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Sales,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Protective-serv,****,White,****,****,****,****,****,>50K
41-60,****,****,Grad,****,Married,Prof-specialty,****,White,****,****,****,****,****,>50K
41-60,****,****,Grad,****,Married,Exec-managerial,****,White,****,****,****,****,****,>50K
21-40,****,****,Grad,****,Single,Prof-specialty,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Handlers-cleaners,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Sales,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Protective-serv,****,White,****,****,****,****,****,<=50K
1-20,****,****,Grad,****,Single,Handlers-cleaners,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Exec-managerial,****,White,****,****,****,****,****,>50K
41-60,****,****,Grad,****,Single,Prof-specialty,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Single,Sales,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Adm-clerical,****,White,****,****,****,****,****,>50K
21-40,****,****,Grad,****,Married,Handlers-cleaners,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Exec-managerial,****,White,****,****,****,****,****,>50K
21-40,****,****,Grad,****,Single,Transport-moving,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Machine-op-inspct,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Prof-specialty,****,Non-White,****,****,****,****,****,>50K
81-100,****,****,Grad,****,Single,Prof-specialty,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Sales,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Farming-fishing,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Transport-moving,****,White,****,****,****,****,****,<=50K
41-60,****,****,MiddleSchool,****,Married,Handlers-cleaners,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Adm-clerical,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Farming-fishing,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Single,Handlers-cleaners,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Machine-op-inspct,****,White,****,****,****,****,****,>50K
1-20,****,****,Grad,****,Single,Other-service,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Exec-managerial,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Single,Adm-clerical,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Farming-fishing,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Other-service,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Single,Craft-repair,****,White,****,****,****,****,****,>50K
41-60,****,****,Grad,****,Single,Exec-managerial,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Prof-specialty,****,White,****,****,****,****,****,>50K
21-40,****,****,Grad,****,Married,Exec-managerial,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Adm-clerical,****,Non-White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Farming-fishing,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Craft-repair,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Adm-clerical,****,White,****,****,****,****,****,<=50K
21-40,****,****,MiddleSchool,****,Married,Craft-repair,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Protective-serv,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Craft-repair,****,White,****,****,****,****,****,<=50K
1-20,****,****,Grad,****,Single,Sales,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Transport-moving,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Single,Machine-op-inspct,****,White,****,****,****,****,****,<=50K
21-40,****,****,MiddleSchool,****,Single,Handlers-cleaners,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Farming-fishing,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Protective-serv,****,White,****,****,****,****,****,>50K
21-40,****,****,Grad,****,Single,Exec-managerial,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Prof-specialty,****,White,****,****,****,****,****,>50K
41-60,****,****,Grad,****,Married,Other-service,****,Non-White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Single,Exec-managerial,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Handlers-cleaners,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Handlers-cleaners,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Exec-managerial,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Single,Exec-managerial,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Craft-repair,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Single,Prof-specialty,****,White,****,****,****,****,****,>50K
21-40,****,****,Grad,****,Single,Adm-clerical,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Exec-managerial,****,White,****,****,****,****,****,<=50K
1-20,****,****,Grad,****,Single,Machine-op-inspct,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Machine-op-inspct,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Adm-clerical,****,Non-White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Handlers-cleaners,****,White,****,****,****,****,****,<=50K
21-40,****,****,MiddleSchool,****,Married,Machine-op-inspct,****,White,****,****,****,****,****,>50K
21-40,****,****,Grad,****,Single,Other-service,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Exec-managerial,****,White,****,****,****,****,****,>50K
1-20,****,****,Grad,****,Single,Other-service,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Prof-specialty,****,White,****,****,****,****,****,>50K
21-40,****,****,Grad,****,Single,Craft-repair,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Transport-moving,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Single,Exec-managerial,****,Non-White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Handlers-cleaners,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Sales,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Handlers-cleaners,****,Non-White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Prof-specialty,****,Non-White,****,****,****,****,****,>50K
41-60,****,****,Grad,****,Single,Other-service,****,White,****,****,****,****,****,<=50K
1-20,****,****,Grad,****,Single,Craft-repair,****,White,****,****,****,****,****,<=50K
61-80,****,****,Grad,****,Married,Craft-repair,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Craft-repair,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Sales,****,White,****,****,****,****,****,<=50K
41-60,****,****,MiddleSchool,****,Married,Other-service,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Prof-specialty,****,White,****,****,****,****,****,<=50K
1-20,****,****,Grad,****,Single,Sales,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Sales,****,White,****,****,****,****,****,>50K
21-40,****,****,Grad,****,Married,Transport-moving,****,Non-White,****,****,****,****,****,<=50K
81-100,****,****,Grad,****,Married,Exec-managerial,****,White,****,****,****,****,****,>50K
21-40,****,****,Grad,****,Single,Protective-serv,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Sales,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Craft-repair,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Protective-serv,****,Non-White,****,****,****,****,****,>50K
21-40,****,****,Grad,****,Single,Exec-managerial,****,Non-White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Craft-repair,****,White,****,****,****,****,****,<=50K
61-80,****,****,Grad,****,Married,Prof-specialty,****,White,****,****,****,****,****,>50K
41-60,****,****,MiddleSchool,****,Married,Transport-moving,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Sales,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Exec-managerial,****,Non-White,****,****,****,****,****,>50K
21-40,****,****,Grad,****,Single,Adm-clerical,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Sales,****,White,****,****,****,****,****,<=50K
61-80,****,****,Grad,****,Single,Handlers-cleaners,****,White,****,****,****,****,****,>50K
21-40,****,****,Grad,****,Married,Exec-managerial,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Adm-clerical,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Tech-support,****,White,****,****,****,****,****,>50K
41-60,****,****,Grad,****,Married,Sales,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Other-service,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Machine-op-inspct,****,White,****,****,****,****,****,<=50K
61-80,****,****,Grad,****,Single,Adm-clerical,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Tech-support,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Prof-specialty,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Adm-clerical,****,Non-White,****,****,****,****,****,<=50K
1-20,****,****,Grad,****,Single,Other-service,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Adm-clerical,****,White,****,****,****,****,****,>50K
21-40,****,****,Grad,****,Single,Craft-repair,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Other-service,****,Non-White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Exec-managerial,****,White,****,****,****,****,****,>50K
21-40,****,****,Grad,****,Single,Transport-moving,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Prof-specialty,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Exec-managerial,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Craft-repair,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Prof-specialty,****,White,****,****,****,****,****,>50K
81-100,****,****,Grad,****,Single,Exec-managerial,****,Non-White,****,****,****,****,****,>50K
21-40,****,****,Grad,****,Single,Prof-specialty,****,White,****,****,****,****,****,>50K
21-40,****,****,Grad,****,Married,Sales,****,Non-White,****,****,****,****,****,>50K
61-80,****,****,Grad,****,Single,Sales,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Adm-clerical,****,White,****,****,****,****,****,<=50K
61-80,****,****,Grad,****,Single,Prof-specialty,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Other-service,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Single,Adm-clerical,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Sales,****,White,****,****,****,****,****,>50K
21-40,****,****,Grad,****,Single,Adm-clerical,****,Non-White,****,****,****,****,****,<=50K
61-80,****,****,Grad,****,Married,Other-service,****,White,****,****,****,****,****,<=50K
61-80,****,****,Grad,****,Married,Sales,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Craft-repair,****,White,****,****,****,****,****,>50K
21-40,****,****,Grad,****,Married,Transport-moving,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Farming-fishing,****,Non-White,****,****,****,****,****,<=50K
61-80,****,****,Grad,****,Married,Farming-fishing,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Prof-specialty,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Other-service,****,Non-White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Other-service,****,Non-White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Exec-managerial,****,White,****,****,****,****,****,>50K
21-40,****,****,Grad,****,Single,Handlers-cleaners,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Adm-clerical,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Machine-op-inspct,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Single,Sales,****,White,****,****,****,****,****,>50K
41-60,****,****,Grad,****,Married,Craft-repair,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Other-service,****,White,****,****,****,****,****,>50K
41-60,****,****,Grad,****,Single,Prof-specialty,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Single,Adm-clerical,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Adm-clerical,****,Non-White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Machine-op-inspct,****,Non-White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Prof-specialty,****,White,****,****,****,****,****,>50K
41-60,****,****,Grad,****,Married,Exec-managerial,****,White,****,****,****,****,****,>50K
21-40,****,****,Grad,****,Married,Craft-repair,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Adm-clerical,****,White,****,****,****,****,****,<=50K
41-60,****,****,MiddleSchool,****,Married,Craft-repair,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Craft-repair,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Exec-managerial,****,Non-White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Sales,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Machine-op-inspct,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Other-service,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Transport-moving,****,Non-White,****,****,****,****,****,<=50K
1-20,****,****,Grad,****,Single,Handlers-cleaners,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Sales,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Machine-op-inspct,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Adm-clerical,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Single,Craft-repair,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Adm-clerical,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Craft-repair,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Prof-specialty,****,White,****,****,****,****,****,>50K
21-40,****,****,Grad,****,Married,Adm-clerical,****,White,****,****,****,****,****,>50K
21-40,****,****,Grad,****,Married,Prof-specialty,****,White,****,****,****,****,****,>50K
21-40,****,****,Grad,****,Single,Exec-managerial,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Adm-clerical,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Sales,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Sales,****,White,****,****,****,****,****,>50K
41-60,****,****,Grad,****,Married,Machine-op-inspct,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Single,Exec-managerial,****,Non-White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Single,Exec-managerial,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Handlers-cleaners,****,Non-White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Adm-clerical,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Single,Other-service,****,White,****,****,****,****,****,<=50K
1-20,****,****,Grad,****,Single,Prof-specialty,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Craft-repair,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Handlers-cleaners,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Prof-specialty,****,White,****,****,****,****,****,>50K
41-60,****,****,Grad,****,Married,Other-service,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Craft-repair,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Other-service,****,White,****,****,****,****,****,<=50K
1-20,****,****,Grad,****,Single,Prof-specialty,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Craft-repair,****,White,****,****,****,****,****,>50K
41-60,****,****,Grad,****,Married,Exec-managerial,****,White,****,****,****,****,****,>50K
61-80,****,****,Grad,****,Married,Tech-support,****,White,****,****,****,****,****,>50K
1-20,****,****,Grad,****,Married,Adm-clerical,****,Non-White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Sales,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Other-service,****,White,****,****,****,****,****,<=50K
41-60,****,****,MiddleSchool,****,Married,Prof-specialty,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Machine-op-inspct,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Sales,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Prof-specialty,****,White,****,****,****,****,****,>50K
41-60,****,****,Grad,****,Married,Craft-repair,****,White,****,****,****,****,****,>50K
41-60,****,****,Grad,****,Single,Exec-managerial,****,White,****,****,****,****,****,<=50K
61-80,****,****,Grad,****,Married,Sales,****,White,****,****,****,****,****,>50K
21-40,****,****,Grad,****,Single,Protective-serv,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Sales,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Prof-specialty,****,White,****,****,****,****,****,>50K
21-40,****,****,Grad,****,Single,Adm-clerical,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Single,Machine-op-inspct,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Adm-clerical,****,White,****,****,****,****,****,>50K
41-60,****,****,Grad,****,Single,Other-service,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Single,Craft-repair,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Sales,****,White,****,****,****,****,****,<=50K
61-80,****,****,Grad,****,Single,Prof-specialty,****,Non-White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Adm-clerical,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Machine-op-inspct,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Single,Adm-clerical,****,Non-White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Craft-repair,****,Non-White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Craft-repair,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Craft-repair,****,White,****,****,****,****,****,>50K
1-20,****,****,Grad,****,Single,Sales,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Other-service,****,White,****,****,****,****,****,<=50K
21-40,****,****,GradeSchool,****,Single,Other-service,****,Non-White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Single,Machine-op-inspct,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Sales,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Single,Sales,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Prof-specialty,****,White,****,****,****,****,****,>50K
21-40,****,****,Grad,****,Single,Adm-clerical,****,White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Craft-repair,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Machine-op-inspct,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Prof-specialty,****,White,****,****,****,****,****,>50K
1-20,****,****,Grad,****,Single,Sales,****,Non-White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Single,Other-service,****,Non-White,****,****,****,****,****,<=50K
41-60,****,****,Grad,****,Married,Transport-moving,****,White,****,****,****,****,****,>50K
21-40,****,****,Grad,****,Single,Craft-repair,****,White,****,****,****,****,****,<=50K
21-40,****,****,Grad,****,Married,Adm-clerical,****,White,****,****,****,****,****,>50K
